Data,Label
Assumption: I will either go to the store or I will go to the mall. Assumption: I will not go to the store. Hypothesis: I will go to the mall.,1
Assumption: I will either study for the test or I will play video games. Assumption: I will not study for the test. Hypothesis: I will play video games.,1
Assumption: I will either sleep or I will stay up all night. Assumption: I will not sleep. Hypothesis: I will stay up all night.,1
Assumption: I will either go out with friends or I will stay home. Assumption: I will not go out with friends. Hypothesis: I will stay home.,1
Assumption: I will either go to the gym or I will stay home. Assumption: I will not go to the gym. Hypothesis: I will stay home.,1
Assumption: I will either do my homework or I will watch TV. Assumption: I will not do my homework. Hypothesis: I will watch TV.,1
Assumption: I will either eat healthy or I will eat junk food. Assumption: I will not eat healthy. Hypothesis: I will eat junk food.,1
Assumption: I will either go outside or I will stay inside. Assumption: I will not go outside. Hypothesis: I will stay inside.,1
Assumption: I will either call my parents or I will not call my parents. Assumption: I will not call my parents. Hypothesis: I will not call my parents.,1
Assumption: I will either drink water or I will drink soda. Assumption: I will not drink soda. Hypothesis: I will not drink water.,0
Assumption: I will either take a walk or I will take the bus. Assumption: I will not take the bus. Hypothesis: I will not take a walk.,0
Assumption: I will either go to the store or I will go to the mall. Assumption: I will not go to the mall. Hypothesis: I will not go to the store.,0
Assumption: I will either sleep or I will stay up all night. Assumption: I will sleep. Hypothesis: I will stay up all night.,0
Assumption: I will either go out with friends or I will stay home. Assumption: I will go out with friends. Hypothesis: I will stay home.,0
Assumption: I will either go to the gym or I will stay home. Assumption: I will go to the gym. Hypothesis: I will stay home.,0
Assumption: I will either do my homework or I will watch TV. Assumption: I will do my homework. Hypothesis: I will watch TV.,0
Assumption: I will either eat healthy or I will eat junk food. Assumption: I will eat healthy. Hypothesis: I will eat junk food.,0
Assumption: I will either go outside or I will stay inside. Assumption: I will go outside. Hypothesis: I will stay inside.,0
Assumption: I will either call my parents or I will not call my parents. Assumption: I will call my parents. Hypothesis: I will not call my parents.,0
Assumption: I will either drink milk or I will drink juice. Assumption: I will not drink juice. Hypothesis: I will not drink milk.,0
Assumption: I will either eat an apple or I will eat a banana. Assumption: I will not eat a banana. Hypothesis: I will not eat an apple.,0
Assumption: I will either read a book or I will watch a movie. Assumption: I will watch a movie. Hypothesis: I will not read a book.,0
Assumption: I will either write a paper or I will do the dishes. Assumption: I will write a paper. Hypothesis: I will not do the dishes.,0
Assumption: I will either go to the park or I will stay home. Assumption: I will go to the park. Hypothesis: I will stay home.,0
Assumption: I will either study for the test or I will play video games. Assumption: I will study for the test. Hypothesis: I will not play video games.,0
Assumption: I will either sleep or I will stay up all night. Assumption: I will sleep. Hypothesis: I will stay up all night.,0
Assumption: I will either go out with friends or I will stay home. Assumption: I will go out with friends. Hypothesis: I will stay home.,0
Assumption: I will either go to the gym or I will stay home. Assumption: I will go to the gym. Hypothesis: I will stay home.,0
Assumption: I will either do my homework or I will watch TV. Assumption: I will do my homework. Hypothesis: I will watch TV.,0
Assumption: I will either eat healthy or I will eat junk food. Assumption: I will eat healthy. Hypothesis: I will eat junk food.,0
Assumption: I will either go outside or I will stay inside. Assumption: I will go outside. Hypothesis: I will stay inside.,0
Assumption: I will either call my parents or I will not call my parents. Assumption: I will call my parents. Hypothesis: I will not call my parents.,0
Assumption: I will either drink milk or I will drink juice. Assumption: I will not drink milk. Hypothesis: I will not drink juice.,0
Assumption: I will either eat an apple or I will eat a banana. Assumption: I will not eat an apple. Hypothesis: I will not eat a banana.,0
Assumption: I will either read a book or I will watch a movie. Assumption: I will not watch a movie. Hypothesis: I will not read a book.,0
Assumption: I will either write a paper or I will do the dishes. Assumption: I will do the dishes. Hypothesis: I will not write a paper.,0
Assumption: I will either go to the park or I will stay home. Assumption: I will not stay home. Hypothesis: I will not go to the park.,0
Assumption: The race is either won or lost. Assumption: The race is not won. Hypothesis: The race is lost.,1
Assumption: The game is either won or lost. Assumption: The game is not won. Hypothesis: The game is lost.,1
Assumption: The election is either won or lost. Assumption: The election is not won. Hypothesis: The election is lost.,1
Assumption: The battle is either won or lost. Assumption: The battle is not won. Hypothesis: The battle is lost.,1
Assumption: The war is either won or lost. Assumption: The war is not won. Hypothesis: The war is lost.,1
Assumption: The test is either passed or failed. Assumption: The test is not passed. Hypothesis: The test is failed.,1
Assumption: The project is either completed or failed. Assumption: The project is not completed. Hypothesis: The project is failed.,1
Assumption: The contract is either signed or failed. Assumption: The contract is not signed. Hypothesis: The contract is failed.,1
Assumption: The deal is either made or failed. Assumption: The deal is not made. Hypothesis: The deal is failed.,1
Assumption: The transaction is either completed or failed. Assumption: The transaction is not completed. Hypothesis: The transaction is failed.,1
Assumption: The negotiation is either successful or failed. Assumption: The negotiation is not successful. Hypothesis: The negotiation is failed.,1
Assumption: The interview is either a success or a failure. Assumption: The interview is not a success. Hypothesis: The interview is a failure.,1
Assumption: The presentation is either a success or a failure. Assumption: The presentation is not a success. Hypothesis: The presentation is a failure.,1
Assumption: The meeting is either a success or a failure. Assumption: The meeting is not a success. Hypothesis: The meeting is a failure.,1
Assumption: The date is either a success or a failure. Assumption: The date is not a success. Hypothesis: The date is a failure.,1
Assumption: The class is either a success or a failure. Assumption: The class is not a success. Hypothesis: The class is a failure.,1
Assumption: The party is either a success or a failure. Assumption: The party is not a success. Hypothesis: The party is a failure.,1
Assumption: The trip is either a success or a failure. Assumption: The trip is not a success. Hypothesis: The trip is a failure.,1
Assumption: The test is either a success or a failure. Assumption: The test is not a success. Hypothesis: The test is a failure.,1
Assumption: The project is either a success or a failure. Assumption: The project is not a success. Hypothesis: The project is a failure.,1
Assumption: The contract is either a success or a failure. Assumption: The contract is not a success. Hypothesis: The contract is a failure.,1
Assumption: The deal is either a success or a failure. Assumption: The deal is not a success. Hypothesis: The deal is a failure.,1
Assumption: The transaction is either a success or a failure. Assumption: The transaction is not a success. Hypothesis: The transaction is a failure.,1
"Assumption: After an action is performed, things normally remain as they were. Assumption: When the robot grasps a water pipe, the water pipe will normally be in the hand. Assumption: When the water pipe is in the hand, if the robot moves near the plants, water will normally come out of the pipe. Assumption: Initially the water pipe is not in the hand. Assumption: Initially the robot is not near the plants. Assumption: After the robot grasped something, and moved near something, water came out of the pipe. Hypothesis: The robot grasped the pipe.",1
"Assumption: After an action is performed, things normally remain as they were. Assumption: When the robot grasps a water pipe, the water pipe will normally be in the hand. Assumption: When the water pipe is in the hand, if the robot moves near the plants, water will normally come out of the pipe. Assumption: Initially the water pipe is not in the hand. Assumption: Initially the robot is not near the plants. Assumption: After the robot grasped something, and moved near something, water came out of the pipe. Hypothesis: The robot moved near the plants.",1
"Assumption: After an action is performed, things normally remain as they were. Assumption: When the robot grasps a water pipe, the water pipe will normally be in the hand. Assumption: When the water pipe is in the hand, if the robot moves near the plants, water will normally come out of the pipe. Assumption: Initially the water pipe is not in the hand. Assumption: Initially the robot is not near the plants. Assumption: After the robot grasped something, and moved near something, water came out of the pipe. Hypothesis: The robot grasped the pipe.",1
"Assumption: After an action is performed, things normally remain as they were. Assumption: When the robot grasps a water pipe, the water pipe will normally be in the hand. Assumption: When the water pipe is in the hand, if the robot moves near the plants, water will normally come out of the pipe. Assumption: Initially the water pipe is not in the hand. Assumption: Initially the robot is not near the plants. Assumption: After the robot grasped something, and moved near something, water came out of the pipe. Hypothesis: The robot did not move near the plants.",0
"Assumption: After an action is performed, things normally remain as they were. Assumption: When pet dogs start barking, they are taken out for a walk. Assumption: When a dog is taken out for a walk, then, after the walk is over, the dog will normally stop barking. Assumption: Initially the dog is not barking. Assumption: Initially the dog is not being taken out on a walk. Assumption: After something was taken out for something, the dog stopped barking. Hypothesis: The dog was barking.",1
"Assumption: After an action is performed, things normally remain as they were. Assumption: When pet dogs start barking, they are taken out for a walk. Assumption: When a dog is taken out for a walk, then, after the walk is over, the dog will normally stop barking. Assumption: Initially the dog is not barking. Assumption: Initially the dog is not being taken out on a walk. Assumption: After something was taken out for something, the dog stopped barking. Hypothesis: The dog was taken out for a walk.",1
"Assumption: After an action is performed, things normally remain as they were. Assumption: When a car horn is honked, the car will normally be in motion. Assumption: When a car is in motion, if the driver wants to turn, the car will normally turn. Assumption: Initially the car is not in motion. Assumption: Initially the car horn is not being honked. Assumption: After the something was honked, the car turned. Hypothesis: The car horn was honked.",1
"Assumption: After an action is performed, things normally remain as they were. Assumption: When a car horn is honked, the car will normally be in motion. Assumption: When a car is in motion, if the driver wants to turn, the car will normally turn. Assumption: Initially the car is not in motion. Assumption: Initially the car horn is not being honked. Assumption: After the something was honked, the car turned. Hypothesis: The driver wanted to turn.",1
"Assumption: After an action is performed, things normally remain as they were. Assumption: When someone opens a book, the book will normally be held in the hand. Assumption: When the book is held in the hand, if the person wants to read it, they will normally begin reading it. Assumption: Initially the book is not in the hand. Assumption: Initially the book is not open. Assumption: After the something was opened, the person began reading it. Hypothesis: The book was opened.",1
"Assumption: After an action is performed, things normally remain as they were. Assumption: When someone opens a book, the book will normally be held in the hand. Assumption: When the book is held in the hand, if the person wants to read it, they will normally begin reading it. Assumption: Initially the book is not in the hand. Assumption: Initially the book is not open. Assumption: After the something was opened, the person began reading it. Hypothesis: The person wanted to read it.",1
"Assumption: After an action is performed, things normally remain as they were. Assumption: When a bird is flying, the bird will normally be in the air. Assumption: When the bird is in the air, if the bird wants to land, the bird will normally land. Assumption: Initially the bird is not in the air. Assumption: Initially the bird is not flying. Assumption: After the bird was flying, the bird landed. Hypothesis: The bird was flying.",1
"Assumption: After an action is performed, things normally remain as they were. Assumption: When a bird is flying, the bird will normally be in the air. Assumption: When the bird is in the air, if the bird wants to land, the bird will normally land. Assumption: Initially the bird is not in the air. Assumption: Initially the bird is not flying. Assumption: After the bird was flying, the bird landed. Hypothesis: The bird wanted to land.",1
"Assumption: After an action is performed, things normally remain as they were. Assumption: When a person is walking, the person will normally be on the ground. Assumption: When the person is on the ground, if the person wants to stop walking, the person will normally stop walking. Assumption: Initially the person is not on the ground. Assumption: Initially the person is not walking. Assumption: After the person was walking, the person stopped walking. Hypothesis: The person was walking.",1
"Assumption: After an action is performed, things normally remain as they were. Assumption: When a person is walking, the person will normally be on the ground. Assumption: When the person is on the ground, if the person wants to stop walking, the person will normally stop walking. Assumption: Initially the person is not on the ground. Assumption: Initially the person is not walking. Assumption: After the person was walking, the person stopped walking. Hypothesis: The person wanted to stop walking.",1
"Assumption: After an action is performed, things normally remain as they were. Assumption: When it is raining, the ground will normally be wet. Assumption: When the ground is wet, if a person wants to walk on the ground, the person will normally walk on the ground. Assumption: Initially the ground is not wet. Assumption: Initially it is not raining. Assumption: After it was raining, the person walked on the ground. Hypothesis: It was raining.",1
"Assumption: After an action is performed, things normally remain as they were. Assumption: When it is raining, the ground will normally be wet. Assumption: When the ground is wet, if a person wants to walk on the ground, the person will normally walk on the ground. Assumption: Initially the ground is not wet. Assumption: Initially it is not raining. Assumption: After it was raining, the person walked on the ground. Hypothesis: The person wanted to walk on the ground.",1
"Assumption: After an action is performed, things normally remain as they were. Assumption: When a person is talking, the person will normally be making noise. Assumption: When the person is making noise, if the person wants to stop talking, the person will normally stop talking. Assumption: Initially the person is not making noise. Assumption: Initially the person is not talking. Assumption: After the person was talking, the person stopped talking. Hypothesis: The person was talking.",1
"Assumption: After an action is performed, things normally remain as they were. Assumption: When a person is talking, the person will normally be making noise. Assumption: When the person is making noise, if the person wants to stop talking, the person will normally stop talking. Assumption: Initially the person is not making noise. Assumption: Initially the person is not talking. Assumption: After the person was talking, the person stopped talking. Hypothesis: The person wanted to stop talking.",1
"Assumption: After an action is performed, things normally remain as they were. Assumption: When an animal is running, the animal will normally be on the ground. Assumption: When the animal is on the ground, if the animal wants to stop running, the animal will normally stop running. Assumption: Initially the animal is not on the ground. Assumption: Initially the animal is not running. Assumption: After the animal was running, the animal stopped running. Hypothesis: The animal was running.",1
"Assumption: After an action is performed, things normally remain as they were. Assumption: When an animal is running, the animal will normally be on the ground. Assumption: When the animal is on the ground, if the animal wants to stop running, the animal will normally stop running. Assumption: Initially the animal is not on the ground. Assumption: Initially the animal is not running. Assumption: After the animal was running, the animal stopped running. Hypothesis: The animal wanted to stop running.",1
"Assumption: After an action is performed, things normally remain as they were. Assumption: When a person is eating, the person will normally have food in their mouth. Assumption: When the person has food in their mouth, if the person wants to stop eating, the person will normally stop eating. Assumption: Initially the person does not have food in their mouth. Assumption: Initially the person is not eating. Assumption: After the person was eating, the person stopped eating. Hypothesis: The person was eating.",1
"Assumption: After an action is performed, things normally remain as they were. Assumption: When a person is eating, the person will normally have food in their mouth. Assumption: When the person has food in their mouth, if the person wants to stop eating, the person will normally stop eating. Assumption: Initially the person does not have food in their mouth. Assumption: Initially the person is not eating. Assumption: After the person was eating, the person stopped eating. Hypothesis: The person wanted to stop eating.",1
"Assumption: After an action is performed, things normally remain as they were. Assumption: When a person is drinking, the person will normally have a drink in their hand. Assumption: When the person has a drink in their hand, if the person wants to stop drinking, the person will normally stop drinking. Assumption: Initially the person does not have a drink in their hand. Assumption: Initially the person is not drinking. Assumption: After the person was drinking, the person stopped drinking. Hypothesis: The person was drinking.",1
"Assumption: After an action is performed, things normally remain as they were. Assumption: When a person is drinking, the person will normally have a drink in their hand. Assumption: When the person has a drink in their hand, if the person wants to stop drinking, the person will normally stop drinking. Assumption: Initially the person does not have a drink in their hand. Assumption: Initially the person is not drinking. Assumption: After the person was drinking, the person stopped drinking. Hypothesis: The person wanted to stop drinking.",1
"Assumption: After an action is performed, things normally remain as they were. Assumption: When the robot grasps a water pipe, the water pipe will normally be in the hand. Assumption: When the water pipe is in the hand, if the robot moves near the plants, water will normally come out of the pipe. Assumption: Initially the water pipe is not in the hand. Assumption: Initially the robot is not near the plants. Assumption: After the robot grasped something, and moved near something, water came out of the pipe. Hypothesis: The robot grasped the pipe.",1
"Assumption: After an action is performed, things normally remain as they were. Assumption: When the robot grasps a water pipe, the water pipe will normally be in the hand. Assumption: When the water pipe is in the hand, if the robot moves near the plants, water will normally come out of the pipe. Assumption: Initially the water pipe is not in the hand. Assumption: Initially the robot is not near the plants. Assumption: After the robot grasped something, and moved near something, water came out of the pipe. Hypothesis: The robot moved near the plants.",1
"Assumption: After an action is performed, things normally remain as they were. Assumption: When the robot grasps a water pipe, the water pipe will normally be in the hand. Assumption: When the water pipe is in the hand, if the robot moves near the plants, water will normally come out of the pipe. Assumption: Initially the water pipe is not in the hand. Assumption: Initially the robot is not near the plants. Assumption: After the robot grasped something, and moved near something, water came out of the pipe. Hypothesis: The robot grasped the pipe.",1
"Assumption: After an action is performed, things normally remain as they were. Assumption: When the robot grasps a water pipe, the water pipe will normally be in the hand. Assumption: When the water pipe is in the hand, if the robot moves near the plants, water will normally come out of the pipe. Assumption: Initially the water pipe is not in the hand. Assumption: Initially the robot is not near the plants. Assumption: After the robot grasped something, and moved near something, water came out of the pipe. Hypothesis: The robot did not move near the plants.",0
"Assumption: After an action is performed, things normally remain as they were. Assumption: When pet dogs start barking, they are taken out for a walk. Assumption: When a dog is taken out for a walk, then, after the walk is over, the dog will normally stop barking. Assumption: Initially the dog is not barking. Assumption: Initially the dog is not being taken out on a walk. Assumption: After something was taken out for something, the dog stopped barking. Hypothesis: The dog was barking.",1
"Assumption: After an action is performed, things normally remain as they were. Assumption: When pet dogs start barking, they are taken out for a walk. Assumption: When a dog is taken out for a walk, then, after the walk is over, the dog will normally stop barking. Assumption: Initially the dog is not barking. Assumption: Initially the dog is not being taken out on a walk. Assumption: After something was taken out for something, the dog stopped barking. Hypothesis: The dog was taken out for a walk.",1
"Assumption: After an action is performed, things normally remain as they were. Assumption: When a car horn is honked, the car will normally be in motion. Assumption: When a car is in motion, if the driver wants to turn, the car will normally turn. Assumption: Initially the car is not in motion. Assumption: Initially the car horn is not being honked. Assumption: After the something was honked, the car turned. Hypothesis: The car horn was not honked.",0
"Assumption: After an action is performed, things normally remain as they were. Assumption: When a car horn is honked, the car will normally be in motion. Assumption: When a car is in motion, if the driver wants to turn, the car will normally turn. Assumption: Initially the car is not in motion. Assumption: Initially the car horn is not being honked. Assumption: After the something was honked, the car turned. Hypothesis: The driver did not want to turn.",0
"Assumption: After an action is performed, things normally remain as they were. Assumption: When furniture is bought, it is normally placed in the room. Assumption: When furniture is placed in the room, if the person wants to sit, the furniture will normally be sat on. Assumption: Initially the furniture is not in the room. Assumption: Initially the person does not want to sit. Assumption: After furniture was bought, and placed in the room, the person sat on it. Hypothesis: The furniture was bought.",1
"Assumption: After an action is performed, things normally remain as they were. Assumption: When furniture is bought, it is normally placed in the room. Assumption: When furniture is placed in the room, if the person wants to sit, the furniture will normally be sat on. Assumption: Initially the furniture is not in the room. Assumption: Initially the person does not want to sit. Assumption: After furniture was bought, and placed in the room, the person sat on it. Hypothesis: The furniture was placed in the room.",1
"Assumption: After an action is performed, things normally remain as they were. Assumption: When a lamp is turned on, it is normally placed in the room. Assumption: When a lamp is placed in the room, if the person wants to see, the lamp will normally be turned on. Assumption: Initially the lamp is not in the room. Assumption: Initially the person does not want to see. Assumption: After the lamp was turned on, and placed in the room, the person wanted to see. Hypothesis: The lamp was turned on.",1
"Assumption: After an action is performed, things normally remain as they were. Assumption: When a lamp is turned on, it is normally placed in the room. Assumption: When a lamp is placed in the room, if the person wants to see, the lamp will normally be turned on. Assumption: Initially the lamp is not in the room. Assumption: Initially the person does not want to see. Assumption: After the lamp was turned on, and placed in the room, the person wanted to see. Hypothesis: The lamp was placed in the room.",1
"Assumption: After an action is performed, things normally remain as they were. Assumption: When a person hears a sound, they are normally startled. Assumption: When a person is startled, if they scream, the sound will normally be loud. Assumption: Initially the person is not startled. Assumption: Initially the person does not scream. Assumption: After the person heard the sound, and was startled, the person screamed. Hypothesis: The person heard the sound.",1
"Assumption: After an action is performed, things normally remain as they were. Assumption: When a person hears a sound, they are normally startled. Assumption: When a person is startled, if they scream, the sound will normally be loud. Assumption: Initially the person is not startled. Assumption: Initially the person does not scream. Assumption: After the person heard the sound, and was startled, the person screamed. Hypothesis: The person was startled.",1
"Assumption: After an action is performed, things normally remain as they were. Assumption: When food is eaten, it is normally digested. Assumption: When food is digested, if the person feels full, the food will normally be stopped being eaten. Assumption: Initially the food is not being eaten. Assumption: Initially the person does not feel full. Assumption: After the food was eaten, and was digested, the person felt full. Hypothesis: The food was eaten.",1
"Assumption: After an action is performed, things normally remain as they were. Assumption: When food is eaten, it is normally digested. Assumption: When food is digested, if the person feels full, the food will normally be stopped being eaten. Assumption: Initially the food is not being eaten. Assumption: Initially the person does not feel full. Assumption: After the food was eaten, and was digested, the person felt full. Hypothesis: The food was digested.",1
"Assumption: After an action is performed, things normally remain as they were. Assumption: When light shines on an object, the object is normally illuminated. Assumption: When an object is illuminated, if the object is transparent, the light will normally be seen through the object. Assumption: Initially the object is not illuminated. Assumption: Initially the object is not transparent. Assumption: After light shone on the object, and the object was illuminated, the object was transparent. Hypothesis: Light shone on the object.",1
"Assumption: After an action is performed, things normally remain as they were. Assumption: When light shines on an object, the object is normally illuminated. Assumption: When an object is illuminated, if the object is transparent, the light will normally be seen through the object. Assumption: Initially the object is not illuminated. Assumption: Initially the object is not transparent. Assumption: After light shone on the object, and the object was illuminated, the object was transparent. Hypothesis: The object was illuminated.",1
"Assumption: After an action is performed, things normally remain as they were. Assumption: When a car is driven, it is normally on the road. Assumption: When a car is on the road, if the car is going fast, the car will normally be driven. Assumption: Initially the car is not on the road. Assumption: Initially the car is not going fast. Assumption: After the car was driven, and was on the road, the car was going fast. Hypothesis: The car was driven.",1
"Assumption: After an action is performed, things normally remain as they were. Assumption: When a car is driven, it is normally on the road. Assumption: When a car is on the road, if the car is going fast, the car will normally be driven. Assumption: Initially the car is not on the road. Assumption: Initially the car is not going fast. Assumption: After the car was driven, and was on the road, the car was going fast. Hypothesis: The car was on the road.",1
"Assumption: After an action is performed, things normally remain as they were. Assumption: When a phone is turned on, it is normally used to make a phone call. Assumption: When a phone is used to make a phone call, if the person wants to talk to someone, the phone will normally be answered. Assumption: Initially the phone is not turned on. Assumption: Initially the person does not want to talk to someone. Assumption: After the phone was turned on, and was used to make a phone call, the person wanted to talk to someone. Hypothesis: The phone was turned on.",1
"Assumption: After an action is performed, things normally remain as they were. Assumption: When a phone is turned on, it is normally used to make a phone call. Assumption: When a phone is used to make a phone call, if the person wants to talk to someone, the phone will normally be answered. Assumption: Initially the phone is not turned on. Assumption: Initially the person does not want to talk to someone. Assumption: After the phone was turned on, and was used to make a phone call, the person wanted to talk to someone. Hypothesis: The phone was used to make a phone call.",1
"Assumption: After an action is performed, things normally remain as they were. Assumption: When a book is read, it is normally interesting. Assumption: When a book is interesting, if the person wants to read it, the book will normally be read. Assumption: Initially the book is not interesting. Assumption: Initially the person does not want to read it. Assumption: After the book was read, and was interesting, the person wanted to read it. Hypothesis: The book was read.",1
"Assumption: After an action is performed, things normally remain as they were. Assumption: When a book is read, it is normally interesting. Assumption: When a book is interesting, if the person wants to read it, the book will normally be read. Assumption: Initially the book is not interesting. Assumption: Initially the person does not want to read it. Assumption: After the book was read, and was interesting, the person wanted to read it. Hypothesis: The book was interesting.",1
"Assumption: After an action is performed, things normally remain as they were. Assumption: When a table is used, it is normally for eating. Assumption: When a table is used for eating, if the person wants to eat, the table will normally be used. Assumption: Initially the table is not being used. Assumption: Initially the person does not want to eat. Assumption: After the table was used, and was for eating, the person wanted to eat. Hypothesis: The table was used.",1
"Assumption: After an action is performed, things normally remain as they were. Assumption: When a table is used, it is normally for eating. Assumption: When a table is used for eating, if the person wants to eat, the table will normally be used. Assumption: Initially the table is not being used. Assumption: Initially the person does not want to eat. Assumption: After the table was used, and was for eating, the person wanted to eat. Hypothesis: The table was used for eating.",1
"Assumption: After an action is performed, things normally remain as they were. Assumption: When a pen is used, it is normally for writing. Assumption: When a pen is used for writing, if the person wants to write, the pen will normally be used. Assumption: Initially the pen is not being used. Assumption: Initially the person does not want to write. Assumption: After the pen was used, and was for writing, the person wanted to write. Hypothesis: The pen was used.",1
"Assumption: After an action is performed, things normally remain as they were. Assumption: When a pen is used, it is normally for writing. Assumption: When a pen is used for writing, if the person wants to write, the pen will normally be used. Assumption: Initially the pen is not being used. Assumption: Initially the person does not want to write. Assumption: After the pen was used, and was for writing, the person wanted to write. Hypothesis: The pen was used for writing.",1
"Assumption: After an action is performed, things normally remain as they were. Assumption: When a computer is used, it is normally for working. Assumption: When a computer is used for working, if the person wants to work, the computer will normally be used. Assumption: Initially the computer is not being used. Assumption: Initially the person does not want to work. Assumption: After the computer was used, and was for working, the person wanted to work. Hypothesis: The computer was used.",1
"Assumption: After an action is performed, things normally remain as they were. Assumption: When a computer is used, it is normally for working. Assumption: When a computer is used for working, if the person wants to work, the computer will normally be used. Assumption: Initially the computer is not being used. Assumption: Initially the person does not want to work. Assumption: After the computer was used, and was for working, the person wanted to work. Hypothesis: The computer was used for working.",1
"Assumption: After an action is performed, things normally remain as they were. Assumption: When a TV is used, it is normally for watching. Assumption: When a TV is used for watching, if the person wants to watch, the TV will normally be used. Assumption: Initially the TV is not being used. Assumption: Initially the person does not want to watch. Assumption: After the TV was used, and was for watching, the person wanted to watch. Hypothesis: The TV was used.",1
"Assumption: After an action is performed, things normally remain as they were. Assumption: When a TV is used, it is normally for watching. Assumption: When a TV is used for watching, if the person wants to watch, the TV will normally be used. Assumption: Initially the TV is not being used. Assumption: Initially the person does not want to watch. Assumption: After the TV was used, and was for watching, the person wanted to watch. Hypothesis: The TV was used for watching.",1
"Assumption: After an action is performed, things normally remain as they were. Assumption: When a chair is used, it is normally for sitting. Assumption: When a chair is used for sitting, if the person wants to sit, the chair will normally be used. Assumption: Initially the chair is not being used. Assumption: Initially the person does not want to sit. Assumption: After the chair was used, and was for sitting, the person wanted to sit. Hypothesis: The chair was used.",1
"Assumption: After an action is performed, things normally remain as they were. Assumption: When a chair is used, it is normally for sitting. Assumption: When a chair is used for sitting, if the person wants to sit, the chair will normally be used. Assumption: Initially the chair is not being used. Assumption: Initially the person does not want to sit. Assumption: After the chair was used, and was for sitting, the person wanted to sit. Hypothesis: The chair was used for sitting.",1
"Assumption: After an action is performed, things normally remain as they were. Assumption: When a door is used, it is normally for going through. Assumption: When a door is used for going through, if the person wants to go through, the door will normally be used. Assumption: Initially the door is not being used. Assumption: Initially the person does not want to go through. Assumption: After the door was used, and was for going through, the person wanted to go through. Hypothesis: The door was used.",1
"Assumption: After an action is performed, things normally remain as they were. Assumption: When a door is used, it is normally for going through. Assumption: When a door is used for going through, if the person wants to go through, the door will normally be used. Assumption: Initially the door is not being used. Assumption: Initially the person does not want to go through. Assumption: After the door was used, and was for going through, the person wanted to go through. Hypothesis: The door was used for going through.",1
"Assumption: After an action is performed, things normally remain as they were. Assumption: When a window is used, it is normally for looking through. Assumption: When a window is used for looking through, if the person wants to look through, the window will normally be used. Assumption: Initially the window is not being used. Assumption: Initially the person does not want to look through. Assumption: After the window was used, and was for looking through, the person wanted to look through. Hypothesis: The window was used.",1
"Assumption: After an action is performed, things normally remain as they were. Assumption: When a window is used, it is normally for looking through. Assumption: When a window is used for looking through, if the person wants to look through, the window will normally be used. Assumption: Initially the window is not being used. Assumption: Initially the person does not want to look through. Assumption: After the window was used, and was for looking through, the person wanted to look through. Hypothesis: The window was used for looking through.",1
"Assumption: After an action is performed, things normally remain as they were. Assumption: When a kitchen is used, it is normally for cooking. Assumption: When a kitchen is used for cooking, if the person wants to cook, the kitchen will normally be used. Assumption: Initially the kitchen is not being used. Assumption: Initially the person does not want to cook. Assumption: After the kitchen was used, and was for cooking, the person wanted to cook. Hypothesis: The kitchen was used.",1
"Assumption: After an action is performed, things normally remain as they were. Assumption: When a kitchen is used, it is normally for cooking. Assumption: When a kitchen is used for cooking, if the person wants to cook, the kitchen will normally be used. Assumption: Initially the kitchen is not being used. Assumption: Initially the person does not want to cook. Assumption: After the kitchen was used, and was for cooking, the person wanted to cook. Hypothesis: The kitchen was used for cooking.",1
"Assumption: After an action is performed, things normally remain as they were. Assumption: When a table is used, it is normally for eating. Assumption: When a table is used for eating, if the person wants to eat, the table will normally be used. Assumption: Initially the table is not being used. Assumption: Initially the person does not want to eat. Assumption: After the table was used, and was for eating, the person wanted to eat. Hypothesis: The table was used.",1
"Assumption: After an action is performed, things normally remain as they were. Assumption: When a table is used, it is normally for eating. Assumption: When a table is used for eating, if the person wants to eat, the table will normally be used. Assumption: Initially the table is not being used. Assumption: Initially the person does not want to eat. Assumption: After the table was used, and was for eating, the person wanted to eat. Hypothesis: The table was used for eating.",1
"Assumption: After an action is performed, things normally remain as they were. Assumption: When a pen is used, it is normally for writing. Assumption: When a pen is used for writing, if the person wants to write, the pen will normally be used. Assumption: Initially the pen is not being used. Assumption: Initially the person does not want to write. Assumption: After the pen was used, and was for writing, the person wanted to write. Hypothesis: The pen was used.",1
"Assumption: After an action is performed, things normally remain as they were. Assumption: When a pen is used, it is normally for writing. Assumption: When a pen is used for writing, if the person wants to write, the pen will normally be used. Assumption: Initially the pen is not being used. Assumption: Initially the person does not want to write. Assumption: After the pen was used, and was for writing, the person wanted to write. Hypothesis: The pen was used for writing.",1
"Assumption: After an action is performed, things normally remain as they were. Assumption: When a computer is used, it is normally for working. Assumption: When a computer is used for working, if the person wants to work, the computer will normally be used. Assumption: Initially the computer is not being used. Assumption: Initially the person does not want to work. Assumption: After the computer was used, and was for working, the person wanted to work. Hypothesis: The computer was used.",1
"Assumption: After an action is performed, things normally remain as they were. Assumption: When a computer is used, it is normally for working. Assumption: When a computer is used for working, if the person wants to work, the computer will normally be used. Assumption: Initially the computer is not being used. Assumption: Initially the person does not want to work. Assumption: After the computer was used, and was for working, the person wanted to work. Hypothesis: The computer was used for working.",1
